"id","code","local_code","name","continent","iso_country","wikipedia_link","keywords"
3417,"SO-HI","HI","Hiirsan","AF","SO","http://en.wikipedia.org/wiki/Hiirsan",
3418,"SO-JD","JD","Jubbada Dhexe","AF","SO","http://en.wikipedia.org/wiki/Jubbada_Dhexe",
3419,"SO-JH","JH","Jubbada Hoose","AF","SO","http://en.wikipedia.org/wiki/Jubbada_Hoose",
3420,"SO-MU","MU","Mudug","AF","SO","http://en.wikipedia.org/wiki/Mudug",
3421,"SO-NU","NU","Nugaal","AF","SO","http://en.wikipedia.org/wiki/Nugaal",
3422,"SO-SA","SA","Saneag","AF","SO","http://en.wikipedia.org/wiki/Saneag",
3423,"SO-SD","SD","Shabeellaha Dhexe","AF","SO","http://en.wikipedia.org/wiki/Shabeellaha_Dhexe",
3424,"SO-SH","SH","Shabeellaha Hoose","AF","SO","http://en.wikipedia.org/wiki/Shabeellaha_Hoose",
3425,"SO-SO","SO","Sool","AF","SO","http://en.wikipedia.org/wiki/Sool",
3426,"SO-TO","TO","Togdheer","AF","SO","http://en.wikipedia.org/wiki/Togdheer",
3427,"SO-U-A","U-A","(unassigned)","AF","SO",,
3428,"SO-WO","WO","Woqooyi Galbeed","AF","SO","http://en.wikipedia.org/wiki/Woqooyi_Galbeed",
3429,"SR-BR","BR","Brokopondo","SA","SR","http://en.wikipedia.org/wiki/Brokopondo",
3430,"SR-CM","CM","Commewijne","SA","SR","http://en.wikipedia.org/wiki/Commewijne",
3431,"SR-CR","CR","Coronie","SA","SR","http://en.wikipedia.org/wiki/Coronie",
3432,"SR-MA","MA","Marowijne","SA","SR","http://en.wikipedia.org/wiki/Marowijne",
3433,"SR-NI","NI","Nickerie","SA","SR","http://en.wikipedia.org/wiki/Nickerie",
3434,"SR-PM","PM","Paramaribo","SA","SR","http://en.wikipedia.org/wiki/Paramaribo",
3435,"SR-PR","PR","Para","SA","SR","http://en.wikipedia.org/wiki/Para",
3436,"SR-SA","SA","Saramacca","SA","SR","http://en.wikipedia.org/wiki/Saramacca",
3437,"SR-SI","SI","Sipaliwini","SA","SR","http://en.wikipedia.org/wiki/Sipaliwini",
3438,"SR-U-A","U-A","(unassigned)","SA","SR",,
3439,"SR-WA","WA","Wanica","SA","SR","http://en.wikipedia.org/wiki/Wanica",
3188,"SS-14",14,"Western Bahr el Ghazal","AF","SS","http://en.wikipedia.org/wiki/Western_Bahr_el_Ghazal",
3189,"SS-15",15,"Northern Bahr el Ghazal","AF","SS","http://en.wikipedia.org/wiki/Northern_Bahr_el_Ghazal",
3190,"SS-16",16,"Western Equatoria","AF","SS","http://en.wikipedia.org/wiki/Western_Equatoria",
3191,"SS-17",17,"Central Equatoria","AF","SS","http://en.wikipedia.org/wiki/Central_Equatoria",
3192,"SS-18",18,"Lakes","AF","SS","http://en.wikipedia.org/wiki/Lakes",
3193,"SS-19",19,"Eastern Equatoria","AF","SS","http://en.wikipedia.org/wiki/Eastern_Equatoria",
3194,"SS-20",20,"Jonglei","AF","SS","http://en.wikipedia.org/wiki/Jonglei",
3195,"SS-21",21,"Warrap","AF","SS","http://en.wikipedia.org/wiki/Warrap",
3196,"SS-22",22,"Unity","AF","SS","http://en.wikipedia.org/wiki/Unity",
3197,"SS-23",23,"Upper Nile","AF","SS","http://en.wikipedia.org/wiki/Upper_Nile",
4900,"SS-U-A","U-A","(unassigned)","AF","SS",,
3440,"ST-P","P","Principe","AF","ST","http://en.wikipedia.org/wiki/Principe",
3441,"ST-S","S","São Tomé","AF","ST","http://en.wikipedia.org/wiki/S%C3%A3o_Tom%C3%A9_Island",
3442,"ST-U-A","U-A","(unassigned)","AF","ST",,
3443,"SV-AH","AH","Ahuachapan","NA","SV","http://en.wikipedia.org/wiki/Ahuachapan",
3444,"SV-CA","CA","Cabanas","NA","SV","http://en.wikipedia.org/wiki/Cabanas",
3445,"SV-CH","CH","Chalatenango","NA","SV","http://en.wikipedia.org/wiki/Chalatenango",
3446,"SV-CU","CU","Cuscatlan","NA","SV","http://en.wikipedia.org/wiki/Cuscatlan",
3447,"SV-LI","LI","La Libertad","NA","SV","http://en.wikipedia.org/wiki/La_Libertad",
3448,"SV-MO","MO","Morazan","NA","SV","http://en.wikipedia.org/wiki/Morazan",
3449,"SV-PA","PA","La Paz","NA","SV","http://en.wikipedia.org/wiki/La_Paz",
3450,"SV-SA","SA","Santa Ana","NA","SV","http://en.wikipedia.org/wiki/Santa_Ana",
3451,"SV-SM","SM","San Miguel","NA","SV","http://en.wikipedia.org/wiki/San_Miguel",
3452,"SV-SO","SO","Sonsonate","NA","SV","http://en.wikipedia.org/wiki/Sonsonate",
3453,"SV-SS","SS","San Salvador","NA","SV","http://en.wikipedia.org/wiki/San_Salvador",
3454,"SV-SV","SV","San Vicente","NA","SV","http://en.wikipedia.org/wiki/San_Vicente",
3455,"SV-U-A","U-A","(unassigned)","NA","SV",,
3456,"SV-UN","UN","La Unión","NA","SV","http://en.wikipedia.org/wiki/La_Unión",
3457,"SV-US","US","Usulutan","NA","SV","http://en.wikipedia.org/wiki/Usulutan",
3458,"SY-DI","DI","Damascus Governorate","AS","SY","http://en.wikipedia.org/wiki/Damascus_Governorate",
3459,"SY-DR","DR","Daraa Governorate","AS","SY","http://en.wikipedia.org/wiki/Daraa_Governorate","Dar'a"
3460,"SY-DY","DY","Deir ez-Zor Governorate","AS","SY","http://en.wikipedia.org/wiki/Deir_ez-Zor_Governorate","Dayr az Zawr"
3461,"SY-HA","HA","Al-Hasakah Governorate","AS","SY","http://en.wikipedia.org/wiki/Al-Hasakah_Governorate",
3462,"SY-HI","HI","Homs Governorate","AS","SY","http://en.wikipedia.org/wiki/Homs_Governorate","Jim', Ḩimş"
3463,"SY-HL","HL","Aleppo Governorate","AS","SY","http://en.wikipedia.org/wiki/Aleppo_Governorate","Halab"
3464,"SY-HM","HM","Hama Governorate","AS","SY","http://en.wikipedia.org/wiki/Hama_Governorate","Hamah"
3465,"SY-ID","ID","Idlib Governorate","AS","SY","http://en.wikipedia.org/wiki/Idlib_Governorate",
3466,"SY-LA","LA","Latakia Governorate","AS","SY","http://en.wikipedia.org/wiki/Latakia_Governorate","Al Ladhiqiyah"
3467,"SY-QU","QU","Quneitra Governorate","AS","SY","http://en.wikipedia.org/wiki/Quneitra_Governorate","Al Qunaytirah"
3468,"SY-RA","RA","Ar-Raqqah Governorate","AS","SY","http://en.wikipedia.org/wiki/Ar-Raqqah_Governorate",
3469,"SY-RD","RD","Rif Dimashq Governorate","AS","SY","http://en.wikipedia.org/wiki/Rif_Dimashq_Governorate",
3470,"SY-SU","SU","As-Suwayda Governorate","AS","SY","http://en.wikipedia.org/wiki/As-Suwayda_Governorate",
3471,"SY-TA","TA","Tartus Governorate","AS","SY","http://en.wikipedia.org/wiki/Tartus_Governorate","Tartous"
3472,"SY-U-A","U-A","(unassigned)","AS","SY",,
3473,"SZ-HH","HH","Hhohho","AF","SZ","http://en.wikipedia.org/wiki/Hhohho",
3474,"SZ-LU","LU","Lubombo","AF","SZ","http://en.wikipedia.org/wiki/Lubombo",
3475,"SZ-MA","MA","Manzini","AF","SZ","http://en.wikipedia.org/wiki/Manzini",
3476,"SZ-SH","SH","Shiselweni","AF","SZ","http://en.wikipedia.org/wiki/Shiselweni",
3477,"SZ-U-A","U-A","(unassigned)","AF","SZ",,
4539,"TC-AC","AC","Ambergris Cays","NA","TC","http://en.wikipedia.org/wiki/Ambergris_Cays_",
4540,"TC-DC","DC","Dellis Cay","NA","TC","http://en.wikipedia.org/wiki/Dellis_Cay_",
4541,"TC-EC","EC","East Caicos","NA","TC","http://en.wikipedia.org/wiki/East_Caicos_",
4542,"TC-FC","FC","French Cay","NA","TC","http://en.wikipedia.org/wiki/French_Cay_",
4543,"TC-GT","GT","Grand Turk","NA","TC","http://en.wikipedia.org/wiki/Grand_Turk_",
4544,"TC-LW","LW","Little Water Cay","NA","TC","http://en.wikipedia.org/wiki/Little_Water_Cay_",
4545,"TC-MC","MC","Middle Caicos","NA","TC","http://en.wikipedia.org/wiki/Middle_Caicos_",
4546,"TC-NC","NC","North Caicos","NA","TC","http://en.wikipedia.org/wiki/North_Caicos_",
4547,"TC-PN","PN","Pine Cay","NA","TC","http://en.wikipedia.org/wiki/Pine_Cay_",
4548,"TC-PR","PR","Providenciales","NA","TC","http://en.wikipedia.org/wiki/Providenciales_",
4549,"TC-RC","RC","Parrot Cay","NA","TC","http://en.wikipedia.org/wiki/Parrot_Cay_",
4550,"TC-SC","SC","South Caicos","NA","TC","http://en.wikipedia.org/wiki/South_Caicos_",
4551,"TC-SL","SL","Salt Cay","NA","TC","http://en.wikipedia.org/wiki/Salt_Cay_",
3478,"TC-U-A","U-A","(unassigned)","NA","TC",,
4552,"TC-WC","WC","West Caicos","NA","TC","http://en.wikipedia.org/wiki/West_Caicos_",
3479,"TD-BA","BA","Batha","AF","TD","http://en.wikipedia.org/wiki/Batha",
3480,"TD-BET","BET","Borkou-Ennedi-Tibesti","AF","TD","http://en.wikipedia.org/wiki/Borkou-Ennedi-Tibesti",
3481,"TD-BI","BI","Biltine","AF","TD","http://en.wikipedia.org/wiki/Biltine",
3482,"TD-CB","CB","Chari-Baguirmi","AF","TD","http://en.wikipedia.org/wiki/Chari-Baguirmi",
3483,"TD-GR","GR","Guera","AF","TD","http://en.wikipedia.org/wiki/Guera",
3484,"TD-KA","KA","Kanem","AF","TD","http://en.wikipedia.org/wiki/Kanem",
3485,"TD-LC","LC","Lac","AF","TD","http://en.wikipedia.org/wiki/Lac",
3486,"TD-LO","LO","Logone-Occidental","AF","TD","http://en.wikipedia.org/wiki/Logone-Occidental",
3487,"TD-LR","LR","Logone-Oriental","AF","TD","http://en.wikipedia.org/wiki/Logone-Oriental",
3488,"TD-MC","MC","Moyen-Chari","AF","TD","http://en.wikipedia.org/wiki/Moyen-Chari",
3489,"TD-MK","MK","Mayo-Kebbi","AF","TD","http://en.wikipedia.org/wiki/Mayo-Kebbi",
3490,"TD-OD","OD","Ouaddai","AF","TD","http://en.wikipedia.org/wiki/Ouaddai",
3491,"TD-SA","SA","Salamat","AF","TD","http://en.wikipedia.org/wiki/Salamat",
3492,"TD-TA","TA","Tandjile","AF","TD","http://en.wikipedia.org/wiki/Tandjile",
3493,"TD-U-A","U-A","(unassigned)","AF","TD",,
3494,"TF-U-A","U-A","(unassigned)","AN","TF",,
4553,"TG-C","C","Centrale Region","AF","TG","http://en.wikipedia.org/wiki/Centrale_Region","Centre"
3495,"TG-K","K","Kara Region","AF","TG","http://en.wikipedia.org/wiki/Kara_Region",
3496,"TG-M","M","Maritime Region","AF","TG","http://en.wikipedia.org/wiki/Maritime_Region",
4554,"TG-P","P","Plateaux Region","AF","TG","http://en.wikipedia.org/wiki/Plateaux_Region,_Togo",
3497,"TG-S","S","Savanes Region","AF","TG","http://en.wikipedia.org/wiki/Savanes_Region,_Togo","Savannes"
3498,"TG-U-A","U-A","(unassigned)","AF","TG",,
3499,"TH-10",10,"Bangkok Province","AS","TH","http://en.wikipedia.org/wiki/Bangkok",
3500,"TH-11",11,"Samut Prakan Province","AS","TH","http://en.wikipedia.org/wiki/Samut_Prakan",
3501,"TH-12",12,"Nonthaburi Province","AS","TH","http://en.wikipedia.org/wiki/Nonthaburi",
3502,"TH-13",13,"Pathum Thani Province","AS","TH","http://en.wikipedia.org/wiki/Pathum_Thani",
3503,"TH-14",14,"Phra Nakhon Si Ayutthaya Province","AS","TH","http://en.wikipedia.org/wiki/Phra_Nakhon_Si_Ayutthaya",
3504,"TH-15",15,"Ang Thong Province","AS","TH","http://en.wikipedia.org/wiki/Ang_Thong",
3505,"TH-16",16,"Lop Buri Province","AS","TH","http://en.wikipedia.org/wiki/Lop_Buri",
3506,"TH-17",17,"Sing Buri Province","AS","TH","http://en.wikipedia.org/wiki/Sing_Buri",
3507,"TH-18",18,"Chai Nat Province","AS","TH","http://en.wikipedia.org/wiki/Chai_Nat",
3508,"TH-19",19,"Saraburi Province","AS","TH","http://en.wikipedia.org/wiki/Saraburi",
3509,"TH-20",20,"Chon Buri Province","AS","TH","http://en.wikipedia.org/wiki/Chon_Buri",
3510,"TH-21",21,"Rayong Province","AS","TH","http://en.wikipedia.org/wiki/Rayong",
3511,"TH-22",22,"Chanthaburi Province","AS","TH","http://en.wikipedia.org/wiki/Chanthaburi",
3512,"TH-23",23,"Trat Province","AS","TH","http://en.wikipedia.org/wiki/Trat",
3513,"TH-24",24,"Chachoengsao Province","AS","TH","http://en.wikipedia.org/wiki/Chachoengsao",
3514,"TH-25",25,"Prachin Buri Province","AS","TH","http://en.wikipedia.org/wiki/Prachin_Buri",
3515,"TH-26",26,"Nakhon Nayok Province","AS","TH","http://en.wikipedia.org/wiki/Nakhon_Nayok",
3516,"TH-27",27,"Sa Kaeo Province","AS","TH","http://en.wikipedia.org/wiki/Sa_Kaeo",
3517,"TH-30",30,"Nakhon Ratchasima Province","AS","TH","http://en.wikipedia.org/wiki/Nakhon_Ratchasima",
3518,"TH-31",31,"Buri Ram Province","AS","TH","http://en.wikipedia.org/wiki/Buri_Ram",
3519,"TH-32",32,"Surin Province","AS","TH","http://en.wikipedia.org/wiki/Surin",
3520,"TH-33",33,"Si Sa Ket Province","AS","TH","http://en.wikipedia.org/wiki/Si_Sa_Ket",
3521,"TH-34",34,"Ubon Ratchathani Province","AS","TH","http://en.wikipedia.org/wiki/Ubon_Ratchathani",
3522,"TH-35",35,"Yasothon Province","AS","TH","http://en.wikipedia.org/wiki/Yasothon",
3523,"TH-36",36,"Chaiyaphum Province","AS","TH","http://en.wikipedia.org/wiki/Chaiyaphum",
3524,"TH-37",37,"Amnat Charoen Province","AS","TH","http://en.wikipedia.org/wiki/Amnat_Charoen",
3525,"TH-39",39,"Nong Bua Lam Phu Province","AS","TH","http://en.wikipedia.org/wiki/Nong_Bua_Lam_Phu",
3526,"TH-40",40,"Khon Kaen Province","AS","TH","http://en.wikipedia.org/wiki/Khon_Kaen",
3527,"TH-41",41,"Udon Thani Province","AS","TH","http://en.wikipedia.org/wiki/Udon_Thani",
3528,"TH-42",42,"Loei Province","AS","TH","http://en.wikipedia.org/wiki/Loei",
3529,"TH-43",43,"Nong Khai Province","AS","TH","http://en.wikipedia.org/wiki/Nong_Khai",
3530,"TH-44",44,"Maha Sarakham Province","AS","TH","http://en.wikipedia.org/wiki/Maha_Sarakham",
3531,"TH-45",45,"Roi Et Province","AS","TH","http://en.wikipedia.org/wiki/Roi_Et",
3532,"TH-46",46,"Kalasin Province","AS","TH","http://en.wikipedia.org/wiki/Kalasin",
3533,"TH-47",47,"Sakon Nakhon Province","AS","TH","http://en.wikipedia.org/wiki/Sakon_Nakhon",
3534,"TH-48",48,"Nakhon Phanom Province","AS","TH","http://en.wikipedia.org/wiki/Nakhon_Phanom",
3535,"TH-49",49,"Mukdahan Province","AS","TH","http://en.wikipedia.org/wiki/Mukdahan",
3536,"TH-50",50,"Chiang Mai Province","AS","TH","http://en.wikipedia.org/wiki/Chiang_Mai",
3537,"TH-51",51,"Lamphun Province","AS","TH","http://en.wikipedia.org/wiki/Lamphun",
3538,"TH-52",52,"Lampang Province","AS","TH","http://en.wikipedia.org/wiki/Lampang",
3539,"TH-53",53,"Uttaradit Province","AS","TH","http://en.wikipedia.org/wiki/Uttaradit",
3540,"TH-54",54,"Phrae Province","AS","TH","http://en.wikipedia.org/wiki/Phrae",
3541,"TH-55",55,"Nan Province","AS","TH","http://en.wikipedia.org/wiki/Nan",
3542,"TH-56",56,"Phayao Province","AS","TH","http://en.wikipedia.org/wiki/Phayao",
3543,"TH-57",57,"Chiang Rai Province","AS","TH","http://en.wikipedia.org/wiki/Chiang_Rai",
3544,"TH-58",58,"Mae Hong Son Province","AS","TH","http://en.wikipedia.org/wiki/Mae_Hong_Son",
3545,"TH-60",60,"Nakhon Sawan Province","AS","TH","http://en.wikipedia.org/wiki/Nakhon_Sawan",
3546,"TH-61",61,"Uthai Thani Province","AS","TH","http://en.wikipedia.org/wiki/Uthai_Thani",
3547,"TH-62",62,"Kamphaeng Phet Province","AS","TH","http://en.wikipedia.org/wiki/Kamphaeng_Phet",
3548,"TH-63",63,"Tak Province","AS","TH","http://en.wikipedia.org/wiki/Tak",
3549,"TH-64",64,"Sukhothai Province","AS","TH","http://en.wikipedia.org/wiki/Sukhothai",
3550,"TH-65",65,"Phitsanulok Province","AS","TH","http://en.wikipedia.org/wiki/Phitsanulok",
3551,"TH-66",66,"Phichit Province","AS","TH","http://en.wikipedia.org/wiki/Phichit",
3552,"TH-67",67,"Phetchabun Province","AS","TH","http://en.wikipedia.org/wiki/Phetchabun",
3553,"TH-70",70,"Ratchaburi Province","AS","TH","http://en.wikipedia.org/wiki/Ratchaburi",
3554,"TH-71",71,"Kanchanaburi Province","AS","TH","http://en.wikipedia.org/wiki/Kanchanaburi",
3555,"TH-72",72,"Suphan Buri Province","AS","TH","http://en.wikipedia.org/wiki/Suphan_Buri",
3556,"TH-73",73,"Nakhon Pathom Province","AS","TH","http://en.wikipedia.org/wiki/Nakhon_Pathom",
3557,"TH-74",74,"Samut Sakhon Province","AS","TH","http://en.wikipedia.org/wiki/Samut_Sakhon",
3558,"TH-75",75,"Samut Songkhram Province","AS","TH","http://en.wikipedia.org/wiki/Samut_Songkhram",
3559,"TH-76",76,"Phetchaburi Province","AS","TH","http://en.wikipedia.org/wiki/Phetchaburi",
3560,"TH-77",77,"Prachuap Khiri Khan Province","AS","TH","http://en.wikipedia.org/wiki/Prachuap_Khiri_Khan",
3561,"TH-80",80,"Nakhon Si Thammarat Province","AS","TH","http://en.wikipedia.org/wiki/Nakhon_Si_Thammarat",
3562,"TH-81",81,"Krabi Province","AS","TH","http://en.wikipedia.org/wiki/Krabi",
3563,"TH-82",82,"Phang Nga Province","AS","TH","http://en.wikipedia.org/wiki/Phang_Nga",
3564,"TH-83",83,"Phuket Province","AS","TH","http://en.wikipedia.org/wiki/Phuket",
3565,"TH-84",84,"Surat Thani Province","AS","TH","http://en.wikipedia.org/wiki/Surat_Thani",
3566,"TH-85",85,"Ranong Province","AS","TH","http://en.wikipedia.org/wiki/Ranong",
3567,"TH-86",86,"Chumphon Province","AS","TH","http://en.wikipedia.org/wiki/Chumphon",
3568,"TH-90",90,"Songkhla Province","AS","TH","http://en.wikipedia.org/wiki/Songkhla",
3569,"TH-91",91,"Satun Province","AS","TH","http://en.wikipedia.org/wiki/Satun",
3570,"TH-92",92,"Trang Province","AS","TH","http://en.wikipedia.org/wiki/Trang",
3571,"TH-93",93,"Phattalung Province","AS","TH","http://en.wikipedia.org/wiki/Phattalung","Phatthalung"
3572,"TH-94",94,"Pattani Province","AS","TH","http://en.wikipedia.org/wiki/Pattani",
3573,"TH-95",95,"Yala Province","AS","TH","http://en.wikipedia.org/wiki/Yala",
3574,"TH-96",96,"Narathiwat Province","AS","TH","http://en.wikipedia.org/wiki/Narathiwat",
3575,"TH-S","S","Pattaya Province","AS","TH","http://en.wikipedia.org/wiki/Pattaya","Phatthaya, พัทยา"
3576,"TH-U-A","U-A","(unassigned)","AS","TH",,
3577,"TJ-GB","GB","Gorno-Badakhshan Autonomous Province","AS","TJ","http://en.wikipedia.org/wiki/Gorno-Badakhshan_Autonomous_Province",
3578,"TJ-KT","KT","Khatlon Province","AS","TJ","http://en.wikipedia.org/wiki/Khatlon","Хатлон, ختلان"
4738,"TJ-RR","RR","Region of Republican Subordination","AS","TJ","http://en.wikipedia.org/wiki/Region_of_Republican_Subordination","Вилояти Мухтори К ҳистони Бадахшон/Viloyati Mukhtori Kuhistoni Badakhshon, Karotegin Province"
3579,"TJ-SU","SU","Sughd Province","AS","TJ","http://en.wikipedia.org/wiki/Sughd","Sogdiana"
3580,"TJ-U-A","U-A","(unassigned)","AS","TJ",,
3581,"TK-U-A","U-A","(unassigned)","OC","TK",,
3582,"TL-AL","AL","Aileu","AS","TL","http://en.wikipedia.org/wiki/Aileu",
3583,"TL-AN","AN","Ainaro","AS","TL","http://en.wikipedia.org/wiki/Ainaro",
3584,"TL-BA","BA","Baucau","AS","TL","http://en.wikipedia.org/wiki/Baucau",
3585,"TL-BO","BO","Bobonaro","AS","TL","http://en.wikipedia.org/wiki/Bobonaro",
3586,"TL-CO","CO","Cova Lima","AS","TL","http://en.wikipedia.org/wiki/Cova_Lima",
3587,"TL-DI","DI","Dili","AS","TL","http://en.wikipedia.org/wiki/Dili",
3588,"TL-ER","ER","Ermera","AS","TL","http://en.wikipedia.org/wiki/Ermera",
3589,"TL-LA","LA","Lautém","AS","TL","http://en.wikipedia.org/wiki/Lautém",
3590,"TL-LI","LI","Liquica","AS","TL","http://en.wikipedia.org/wiki/Liquica",
3591,"TL-MF","MF","Manafahi","AS","TL","http://en.wikipedia.org/wiki/Manafahi",
3592,"TL-MT","MT","Manatuto","AS","TL","http://en.wikipedia.org/wiki/Manatuto",
3593,"TL-OE","OE","Oecussi","AS","TL","http://en.wikipedia.org/wiki/Oecussi",
3594,"TL-U-A","U-A","(unassigned)","AS","TL",,
3595,"TL-VI","VI","Viqueque","AS","TL","http://en.wikipedia.org/wiki/Viqueque",
3596,"TM-A","A","Ahal","AS","TM","http://en.wikipedia.org/wiki/Ahal",
3597,"TM-B","B","Balkan","AS","TM","http://en.wikipedia.org/wiki/Balkan",
3598,"TM-D","D","Daşoguz","AS","TM","http://en.wikipedia.org/wiki/Daşoguz","Tashauz, Dashkhovuz, Dashhowuz, Dashoguz, Dasoguz, Дашогуз"
3599,"TM-L","L","Lebap","AS","TM","http://en.wikipedia.org/wiki/Lebap",
3600,"TM-M","M","Mary","AS","TM","http://en.wikipedia.org/wiki/Mary",
3601,"TM-U-A","U-A","(unassigned)","AS","TM",,
3602,"TN-11",11,"Tunis Governorate","AF","TN","http://en.wikipedia.org/wiki/Tunis_Governorate",
3603,"TN-12",12,"Ariana Governorate","AF","TN","http://en.wikipedia.org/wiki/Ariana_Governorate",
3604,"TN-13",13,"Ben Arous Governorate","AF","TN","http://en.wikipedia.org/wiki/Ben_Arous_Governorate",
3605,"TN-14",14,"Manouba Governorate","AF","TN","http://en.wikipedia.org/wiki/Manouba_Governorate",
3606,"TN-21",21,"Nabeul Governorate","AF","TN","http://en.wikipedia.org/wiki/Nabeul_Governorate",
3607,"TN-22",22,"Zaghouan Governorate","AF","TN","http://en.wikipedia.org/wiki/Zaghouan_Governorate",
3608,"TN-23",23,"Bizerte Governorate","AF","TN","http://en.wikipedia.org/wiki/Bizerte_Governorate",
3609,"TN-31",31,"Béja Governorate","AF","TN","http://en.wikipedia.org/wiki/Béja_Governorate",
3610,"TN-32",32,"Jendouba Governorate","AF","TN","http://en.wikipedia.org/wiki/Jendouba_Governorate",
3611,"TN-33",33,"Kef Governorate","AF","TN","http://en.wikipedia.org/wiki/Kef_Governorate",
3612,"TN-34",34,"Siliana Governorate","AF","TN","http://en.wikipedia.org/wiki/Siliana_Governorate",
3613,"TN-41",41,"Kairouan Governorate","AF","TN","http://en.wikipedia.org/wiki/Kairouan_Governorate",
3614,"TN-42",42,"Kasserine Governorate","AF","TN","http://en.wikipedia.org/wiki/Kasserine_Governorate",
3615,"TN-43",43,"Sidi Bou Zid Governorate","AF","TN","http://en.wikipedia.org/wiki/Sidi_Bou_Zid_Governorate",
3616,"TN-51",51,"Sousse Governorate","AF","TN","http://en.wikipedia.org/wiki/Sousse_Governorate",
3617,"TN-52",52,"Monastir Governorate","AF","TN","http://en.wikipedia.org/wiki/Monastir_Governorate",
3618,"TN-53",53,"Mahdia Governorate","AF","TN","http://en.wikipedia.org/wiki/Mahdia_Governorate",
3619,"TN-61",61,"Sfax Governorate","AF","TN","http://en.wikipedia.org/wiki/Sfax_Governorate",
3620,"TN-71",71,"Gafsa Governorate","AF","TN","http://en.wikipedia.org/wiki/Gafsa_Governorate",
3621,"TN-72",72,"Tozeur Governorate","AF","TN","http://en.wikipedia.org/wiki/Tozeur_Governorate",
3622,"TN-73",73,"Kebili Governorate","AF","TN","http://en.wikipedia.org/wiki/Kebili_Governorate",
3623,"TN-81",81,"Gabès Governorate","AF","TN","http://en.wikipedia.org/wiki/Gabès_Governorate",
3624,"TN-82",82,"Medenine Governorate","AF","TN","http://en.wikipedia.org/wiki/Medenine_Governorate",
3625,"TN-83",83,"Tataouine Governorate","AF","TN","http://en.wikipedia.org/wiki/Tataouine_Governorate",
3626,"TN-U-A","U-A","(unassigned)","AF","TN",,
4555,"TO-01",01,"Eua","OC","TO","http://en.wikipedia.org/wiki/Eua",
4556,"TO-02",02,"Ha'apai","OC","TO","http://en.wikipedia.org/wiki/Ha'apai",
4557,"TO-03",03,"Niuas","OC","TO","http://en.wikipedia.org/wiki/Niuas",
4558,"TO-04",04,"Tongatapu","OC","TO","http://en.wikipedia.org/wiki/Tongatapu",
4559,"TO-05",05,"Vava'","OC","TO","http://en.wikipedia.org/wiki/Vava'",
3627,"TO-U-A","U-A","(unassigned)","OC","TO",,
3628,"TR-01",01,"Adana","AS","TR","http://en.wikipedia.org/wiki/Adana",
3629,"TR-02",02,"Adıyaman","AS","TR","http://en.wikipedia.org/wiki/Adıyaman",
3630,"TR-03",03,"Afyonkarahisar","AS","TR","http://en.wikipedia.org/wiki/Afyonkarahisar",
3631,"TR-04",04,"Ağrı","AS","TR","http://en.wikipedia.org/wiki/Ağrı",
3632,"TR-05",05,"Amasya","AS","TR","http://en.wikipedia.org/wiki/Amasya",
3633,"TR-06",06,"Ankara","AS","TR","http://en.wikipedia.org/wiki/Ankara",
3634,"TR-07",07,"Antalya","AS","TR","http://en.wikipedia.org/wiki/Antalya",
3635,"TR-08",08,"Artvin","AS","TR","http://en.wikipedia.org/wiki/Artvin",
3636,"TR-09",09,"Aydin","AS","TR","http://en.wikipedia.org/wiki/Aydin",
3637,"TR-10",10,"Balıkesir","AS","TR","http://en.wikipedia.org/wiki/Balıkesir",
3638,"TR-11",11,"Bilecik","AS","TR","http://en.wikipedia.org/wiki/Bilecik",
3639,"TR-12",12,"Bingöl","AS","TR","http://en.wikipedia.org/wiki/Bingöl",
3640,"TR-13",13,"Bitlis","AS","TR","http://en.wikipedia.org/wiki/Bitlis",
3641,"TR-14",14,"Bolu","AS","TR","http://en.wikipedia.org/wiki/Bolu",
3642,"TR-15",15,"Burdur","AS","TR","http://en.wikipedia.org/wiki/Burdur",
3643,"TR-16",16,"Bursa","AS","TR","http://en.wikipedia.org/wiki/Bursa",
3644,"TR-17",17,"Çanakkale","AS","TR","http://en.wikipedia.org/wiki/Çanakkale",
3645,"TR-18",18,"Çankırı","AS","TR","http://en.wikipedia.org/wiki/Çankırı",
3646,"TR-19",19,"Çorum","AS","TR","http://en.wikipedia.org/wiki/Çorum",
3647,"TR-20",20,"Denizli","AS","TR","http://en.wikipedia.org/wiki/Denizli",
3648,"TR-21",21,"Diyarbakir","AS","TR","http://en.wikipedia.org/wiki/Diyarbakir",
3649,"TR-22",22,"Edirne","AS","TR","http://en.wikipedia.org/wiki/Edirne",
3650,"TR-23",23,"Elazığ","AS","TR","http://en.wikipedia.org/wiki/Elazığ",
3651,"TR-24",24,"Erzincan","AS","TR","http://en.wikipedia.org/wiki/Erzincan",
3652,"TR-25",25,"Erzurum","AS","TR","http://en.wikipedia.org/wiki/Erzurum",
3653,"TR-26",26,"Eskişehir","AS","TR","http://en.wikipedia.org/wiki/Eskişehir",
3654,"TR-27",27,"Gaziantep","AS","TR","http://en.wikipedia.org/wiki/Gaziantep",
3655,"TR-28",28,"Giresun","AS","TR","http://en.wikipedia.org/wiki/Giresun",
3656,"TR-29",29,"Gümüşhane","AS","TR","http://en.wikipedia.org/wiki/Gümüşhane",
3657,"TR-30",30,"Hakkâri","AS","TR","http://en.wikipedia.org/wiki/Hakkâri",
